study_date,event_name,source_layer,definition_column,operator,threshold,forward_return_1D_pct,forward_return_5D_pct,forward_return_20D_pct
2026-07-24,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,0.01619264104413265,1.0488457143685403,3.5400815626886795
2019-02-08,sentiment_bullish,Sentiment Engine v1,sentiment_unified_sentiment_score,gt,60.0,0.07091030986317026,2.5008574151898166,2.7852109133175817
2019-05-13,sentiment_bullish,Sentiment Engine v1,sentiment_unified_sentiment_score,gt,60.0,0.8015944543135589,1.0085765735728947,2.626360764824076
2019-07-02,sentiment_bullish,Sentiment Engine v1,sentiment_unified_sentiment_score,gt,60.0,0.7672378673070135,0.6747390196419678,0.24789264155407054
2019-08-02,sentiment_bullish,Sentiment Engine v1,sentiment_unified_sentiment_score,gt,60.0,-2.97778200029859,-0.45702311560918973,-0.19065458629736742
2019-09-13,sentiment_bullish,Sentiment Engine v1,sentiment_unified_sentiment_score,gt,60.0,-0.31355866640028207,-0.5094059887797542,-1.234288681307416
2019-10-18,sentiment_bullish,Sentiment Engine v1,sentiment_unified_sentiment_score,gt,60.0,0.6871616056117524,1.2172693808391921,4.496015402884779
2019-12-12,sentiment_bullish,Sentiment Engine v1,sentiment_unified_sentiment_score,gt,60.0,0.007258178414493166,1.1614087122643113,3.773305051607423
2020-02-14,sentiment_bullish,Sentiment Engine v1,sentiment_unified_sentiment_score,gt,60.0,-0.2919942636890105,-4.563985833290896,-29.407781144784796
2020-11-13,sentiment_bullish,Sentiment Engine v1,sentiment_unified_sentiment_score,gt,60.0,1.1648051240012336,-0.7701174018748924,1.7388418779887171
2021-02-03,sentiment_bullish,Sentiment Engine v1,sentiment_unified_sentiment_score,gt,60.0,1.0853322230420792,2.0811076940022266,-1.6108933136227743
